id,type,cell,safe,youngest,county,regvoter,gender,rwdirusa,rwdiril,redirlocal,qlife,prim14_party,prim14_rep_gov,prim14_rep_gov_other,fix_deficit_il13,school_consol,school_consol_local,school_pen_local,pen_inccontrib,pen_hccontrib,term_lim,term_leader,cf_lim_leader,prim_nodeclr,redist_hat,redist_neutral,redist_commis,term_resp,term_expert,term_fresh,term_lobby,view_coalind,view_coalmnr,view_siu,view_colstud,view_farmers,view_docs,qual_he,qual_K12,fund_he,fund_hefrom,qual_heimport,qual_heattract,col_orjob,col_qualgo,col_lowincgo,col_moreimp,col_opp,col_kidsopp,col_price4yr,col_pricecc,cclearn,fracking,frack_safe,frack_econ,imp_fed,imp_fedfeel,imp_il,imp_ilfeel,imp_local,imp_localfeel,betteroff_now,betteroff_1yr,betteroff_worsoff,abort_leg,lg_coup_rts,education,ideology,party_aff,whereborn,net_type,net_bbavail,employ_time,employ_type,retired_type,relig_often,relig_type,religion,relig_denom,relig_denom_other,born_again,zip,birth_yr,rac_eth,rac_eth_other,hh_inc
6172,1,1,1, ,6,1,2,3,2,1,3,2, , , , , ,2,1,1,4,1,4,4,4,1,2,3,2,3,3,5,2,2,2,2,2,2,2,2,1,2,1,3,2,1,1,4,2,1,3,2,2,5,3, , , , , , ,3,3, ,2,1,6,2,9,3,4,2,2,2, ,4, ,2, , , ,62903,1953,1, ,9
2240,2, , ,1,16,1,2,2,2,1,5,1,6, , , , ,2,1,1,1,1,3,1,4,1,1,1,4,1,3,2,2,2,2,2,2,1,1,1,4,2,3,1,1,3,1,1,1,2,1,4,2,2,1, , , , , , ,3,2, ,2,2,2,4,6,1,2,1,4, , ,1,1, , , ,5,62268,1956,1, ,3
6765,1,1,1, ,10,1,2,2,2,2,5,3, , , , , ,1,1,2,4,4,4,4,4,1,4,4,1,2,1,5,5,4,5,5,5,5,5,2,1,1,1,1,2,2,1,1,2,2,1,1,3,5,3, , , , , , ,3,3, ,4,2,4,6,8,3,3,1,1,1, ,5, ,3, , , ,62832,1974,1, ,5
2311,1,1,1, ,14,1,1,3,3,1,3,4, , , , , ,2,1,2,3,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,3,3,2,2,3,3,1,2,1,1,1,1,3,1,1,4,5,3, , , , , , ,2,3, ,4,4,2,6,8,1,2,1,2,5, ,4, ,1, , ,5,62946,1993,1, ,1
8352,1,1,1, ,16,1,1,3,2,3,4,4, , , , , ,3,3,3,3,5,5,1,5,5,2,5,2,2,5,1,2,5,5,5,5,2,6,3,4,6,4,1,2,4,4,1,1,3,1,2,4,5,3, , , , , , ,1,1, ,2,1,3,6,9,2,5,3,1,1, ,3,1, , , ,2,99999,1970,1, ,1
5856,2, , ,1,1,1,1,2,2,2,4,3, , , , , ,1,2,2,2,4,4,4,3,2,1,1,4,1,4,5,5,5,4,2,6,3,3,1,2,3,3,2,2,1,1,2,1,2,2,1,2,4,2, , , , , , ,2,2, ,3,3,1,3,9,3,5,1,3, , ,1,1, , , ,5,62969,1948,1, ,1
6196,2, , ,1,3,1,2,3,2,2,4,2, , , , , ,2,2,2,3,5,4,2,4,1,1,4,4,1,4,4,3,2,2,1,2,2,5,2,2,1,4,1,2,1,2,2,2,2,1,1,2,3,3, , , , , , ,1,3, ,2,3,2,4,3,1,3,1,3, , ,4, ,1, , ,5,62984,1943,1, ,9
6429,2, , ,1,14,1,2,2,2,3,3,2, , , , , ,2,2,2,2,1,4,2,4,4,4,4,4,2,3,2,2,6,2,1,1,3,3,2,2,1,3,1,2,1,1,1,1,3,3,4,1,3,2, , , , , , ,2,1, ,3,3,2,5,1,2,3,1,3, , ,1,1, , , ,2,62946,1932,1, ,1
6775,2, , ,1,18,1,2,3,3,3,2,4, , , , , ,2,2,2,3,3,3,5,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,5,3,3,1,1,3,1,1,1,2,2,3,2,2,1, , , , , , ,3,3, ,1,3,2,1,1,2,3,3,4, , ,3,2, , , , ,62948,1968,1, ,1
7856,2, , ,1,9,1,2,2,2,2,3,4, , , , , ,2,3,1,1,1,1,1,4,3,1,1,3,1,3,2,2,2,2,2,2,2,2,1,3,1,1,1,1,3,1,1,1,2,1,2,2,5,3, , , , , , ,3,3, ,2,1,6,3,9,1,3,1,2,4, ,1,1, , , ,2,62960,1949,1, ,3
8529,2, , ,1,7,1,1,2,2,2,5,3, , , , , ,1,2,1,1,1,1,1,4,1,1,3,3,2,3,2,2,2,5,5,5,6,2,1,1,3,3,2,1,3,2,2,2,2,2,1,2,2,2, , , , , , ,2,2, ,3,3,3,5,5,3,5,1,1,4, ,5, ,1, , ,5,62864,1953,1, ,1
6266,2, , ,1,3,1,2,2,2,3,3,2, , , , , ,2,1,2,2,1,1,1,4,1,2,2,4,1,3,3,2,2,1,1,2,2,3,2,1,3,3,1,2,2,1,1,1,2,2,1,2,3,2, , , , , , ,3,1, ,2,1,4,2,2,1,6,2,4, , ,5, ,3, , , ,62984,1984,1, ,4
7067,2, , ,1,14,1,2,2,2,1,4,2, , , , , ,2,1,2,3,3,1,2,1,1,1,1,2,1,4,1,1,2,1,1,1,3,4,2,4,2,1,1,1,3,1,1,2,2,2,1,1,1,1, , , , , , ,1,3, ,2,2,4,4,1,1,2,1,1,3, ,1,1, , , ,2,62917,1964,1, ,5
7399,2, , ,1,4,1,2,2,2,2,4,2, , , , , ,2,2,1,2,2,4,2,4,1,2,1,2,1,4,1,1,1,1,2,1,1,2,2,3,1,1,1,1,3,1,2,2,1,1,1,1,2,1, , , , , , ,3,3, ,1,2,2,2,1,1,2,1,1,1, ,1,1, , , ,5,62859,1955,1, ,5
6203,2, , ,1,18,1,1,2,2,3,3,2, , , , , ,3,3,3,1,1,1,4,4,5,2,1,4,1,4,1,1,1,1,1,1,6,2,3,2,3,4,3,2,1,1,1,1,2,1,1,1,2,3, , , , , , ,3,3, ,2,2,1,1,1,1,5,2,3, , ,5, ,1, , ,6,62948,1937,1, ,1
7713,2, , ,1,18,1,2,2,2,1,3,1,4, , , , ,1,1,1,3,1,2,1,4,1,3,3,1,2,4,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , , , ,3,3, ,3,2,6,5,7,3,5,1,3, , ,1,1, , , ,2,62959,1945,1, ,9
6438,2, , ,1,3,1,2,2,2,2,4,4, , , , , ,2,2,2,2,2,4,2,4,3,3,2,3,2,2,1,1,1,1,1,2,3,4,2,1,2,1,1,2,1,1,1,1,2,1,2,3,3,2, , , , , , ,2,2, ,3,3,6,4,9,1,2,1,2,5, ,4, ,1, , ,2,62931,1959,1, ,5
2182,2, , ,1,7,1,2,2,2,1,3,4, , , , , ,1,2,2,1,2,2,1,4,1,1,1,1,1,4,1,2,2,6,1,5,5,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,5,2, , , , , , ,2,3, ,2,4,2,6,9,1,5,2,3, , ,5, ,1, , ,5,62810,1936,1, ,1
8341,2, , ,1,6,1,2,2,2,2,3,2, , , , , ,2,3,2,1,1,1,1,2,2,2,3,3,2,5,2,2,2,2,2,2,3,3,2,2,2,1,1,2,3,1,1,1,1,1,1,2,5,1, , , , , , ,3,3, ,2,1,2,3,9,1,3,1,2,1, ,2,1, , , ,2,62966,1953,1, ,1
5809,1,1,1, ,13,1,1,2,2,1,3,2, , , , , ,3,2,1,2,1,4,1,2,2,3,1,4,1,4,1,1,4,3,2,5,3,3,2,2,3,3,1,1,3,1,1,1,2,3,1,1,2,3, , , , , , ,3,3, ,3,3,2,4,2,1,3,3,3, , ,1,1, , , ,3,62288,1934,1, ,3
6057,1,1,1, ,6,1,1,1,1,1,3,3, , , , , ,1,2,2,4,4,1,1,4,2,1,1,2,1,4,2,2,1,4,1,4,3,2,1,2,2,1,2,2,3,1,1,1,2,1,1,1,2,2, , , , , , ,3,3, ,2,2,5,3,2,2,2,1,4, , ,5, ,1, , ,3,62966,1943,1, ,3
6809,1,1,1, ,18,1,1,1,1,1,3,2, , , , , ,2,2,2,1,1,2,1,4,2,1,1,3,1,3,2,1,1,1,1,5,2,2,2,1,1,1,1,2,3,2,2,2,2,2,2,1,2,1, , , , , , ,1,1, ,1,1,5,2,3,1,3,1,3, , ,5, ,2, , , ,62951,1944,1, ,3
8330,1,1,1, ,18,1,1,3,2,1,4,4, , , , , ,1,2,2,1,1,2,2,1,3,4,2,4,1,1,2,2,1,1,1,1,6,6,2,4,1,1,1,2,3,1,1,1,3,3,4,3,4,2, , , , , , ,2,1, ,1,2,2,3,4,2,4,1,4, , ,3,1, , , ,5,62959,1995,1, ,9
5853,2, , ,1,14,1,1,2,2,2,4,1,2, , , , ,1,1,1,4,1,4,1,1,2,2,1,1,1,1,2,1,5,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,3,2,2, , , , , , ,2,3, ,2,3,2,4,6,3,5,1,3, , ,3,1, , , ,1,62930,1951,1, ,3
6033,2, , ,1,10,1,2,2,2,2,5,4, , , , , ,2,3,2,1,1,1,1,3,1,5,5,4,1,1,1,1,5,1,1,2,4,4,2,1,2,3,1,2,1,1,2,1,2,1,1,2,2,1, , , , , , ,2,2, ,2,1,3,4,9,1,5,1,4, , ,4, ,1, , ,5,62274,1977,1, ,1
5406,1,1,1, ,8,1,2,2,2,1,5,1,6, , , , ,1,1,1,1,1,5,1,4,2,2,1,2,1,3,1,1,2,1,1,2,2,2,3,2,2,3,1,2,1,1,4,2,3,1,1,2,1,1, , , , , , ,3,3, ,3,3,3,4,8,1,4,1,1,1, ,1,1, , , ,1,62939,1959,1, ,9
2062,1,1,1, ,6,1,1,2,2,1,4,1,6, , , , ,1,2,3,1,1,1,4,4,1,1,1,4,1,4,3,2,4,2,1,2,3,2,1,2,1,3,2,1,3,1,1,3,2,2,1,2,1,1, , , , , , ,3,2, ,2,3,5,4,6,1,4,1,3, , ,5, ,1, , ,5,62966,1926,1, ,5
6735,2, , ,1,8,1,1,2,2,3,2,1,6, , , , ,2,1,1,1,2,1,5,4,2,3,2,4,1,4,2,2,5,5,1,2,2,2,1,5,2,3,3,1,3,1,1,1,2,1,1,3,2,2, , , , , , ,1,3, ,2,3,2,4,5,2,2,1,2,1, ,4, ,1, , ,5,62995,1958,1, ,3
7199,2, , ,1,3,1,2,3,2,1,4,2, , , , , ,3,2,3,3,3,4,4,4,3,3,3,2,3,4,2,2,2,2,2,2,6,5,2,2,3,3,1,2,3,1,1,2,2,2,2,4,4,2, , , , , , ,2,3, ,2,3,2,4,1,1,5,1,3, , ,4, ,3, , , ,62984,1936,1, ,9
8309,1,1,1, ,14,1,1,2,2,1,2,1,6, , , , ,2,1,1,1,1,1,1,4,1,1,2,4,1,4,2,2,5,2,2,2,2,2,1,4,2,1,1,1,3,1,1,1,2,1,1,3,2,1, , , , , , ,3,3, ,3,3,6,5,5,1,4,1,1,1, ,1,1, , , ,5,62946,1964,1, ,6
5790,2, , ,1,17,1,2,2,2,2,1,2, , , , , ,1,1,1,1,1,1,4,1,1,1,2,2,1,1,2,2,2,3,2,2,1,3,2,2,3,3,2,1,3,2,1,2,2,2,1,1,4,2, , , , , , ,2,1, ,3,3,2,5,1,3,3,2,4, , ,3,1, , , ,2,62821,1964,1, ,3
6454,2, , ,1,12,1,2,2,1,1,4,3, , , , , ,2,2,2,1,1,4,1,4,4,4,4,3,4,4,1,1,1,1,1,1,3,3,2,1,2,3,1,2,1,1,1,1,2,2,4,3,4,3, , , , , , ,2,3, ,3,3,2,2,2,1,5,1,1,1, ,1,1, , , ,2,62963,1942,1, ,1
6701,2, , ,1,17,1,2,2,2,1,3,1,6, , , , ,2,2,2,1,1,2,4,4,3,2,1,4,1,1,2,2,2,3,2,2,2,2,1,2,2,1,2,1,3,1,1,1,2,1,3,1,3,2, , , , , , ,3,3, ,1,1,5,4,6,1,4,1,3, , ,4, ,1, , ,5,62821,1950,1, ,9
7727,2, , ,1,17,1,2,1,3,2,5,4, , , , , ,1,2,1,1,1,4,1,4,2,3,2,3,1,4,2,2,2,2,3,2,3,2,2,5,1,1,1,2,1,1,1,1,1,1,1,1,4,2, , , , , , ,2,1, ,1,1,3,5,9,2,2,1,4, , ,1,1, , , ,6,62821,1945,1, ,1
8288,2, , ,1,5,1,2,1,2,1,4,2, , , , , ,2,1,2,1,1,1,1,4,1,1,1,4,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,1,1,2,1,2,1,3,2, , , , , , ,1,1, ,2,1,5,2,1,3,2,1,1,3, ,3,1, , , ,5,62982,1964,5, ,3
5964,2, , ,1,13,1,2,3,1,1,2,4, , , , , ,3,3,2,4,2,5,3,3,1,5,5,1,1,5,2,2,2,2,2,2,4,3,1,3,3,3,1,2,1,1,1,4,2,3,3,5,5,1, , , , , , ,3,1, ,1,4,3,3,9,1,5,1,3, , ,1,1, , , ,5,62292,9999,1, ,9
6966,2, , ,1,14,1,1,2,2,1,3,1,2, , , , ,1,1,1,5,1,3,5,3,1,1,1,4,1,4,2,2,5,4,2,2,2,3,3,4,1,1,3,3,1,4,1,2,2,1,2,1,2,1, , , , , , ,3,4, ,2,2,5,5,7,1,2,1,4, , ,3,1, , , ,5,62946,1973,1, ,4
7721,2, , ,1,13,1,2,2,2,1,3,4, , , , , ,1,1,1,1,1,2,1,4,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,1,3,2,1,2,3,5,1, , , , , , ,3,3, ,3,3,5,4,9,1,2,3,1,1, ,2,1, , , ,5,62261,1981,1, ,5
3819,2, , ,1,15,1,2,2,2,3,3,1,6, , , , ,2,2,3,2,2,4,5,4,5,3,2,5,2,5,2,2,3,2,2,2,3,3,1,4,1,1,1,1,3,2,1,1,2,1,1,2,3,2, , , , , , ,2,2, ,3,3,1,4,7,3,5,1,3, , ,1,1, , , ,2,99999,1927,1, ,9
8670,2, , ,1,13,1,1,2,2,1,2,2, , , , , ,1,1,1,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,3,1,2,3,1,1,1,2,2,2,4,4,2, , , , , , ,3,3, ,3,3,2,5,7,1,1,2,3, , ,3,1, , , ,5,62278,1934,1, ,4
8886,2, , ,1,13,1,2,1,3,1,1,2, , , , , ,3,1,2,1,1,1,4,5,1,3,1,3,2,3,2,1,2,2,1,2,2,3,2,1,1,1,1,2,1,1,1,1,3,1,1,1,2,2, , , , , , ,3,3, ,2,2,3,2,2,1,2,1,3, , ,2,1, , , ,5,62278,1948,1, ,3
9057,2, , ,1,5,1,2,2,2,2,5,4, , , , , ,1,2,2,2,1,2,1,5,1,5,1,1,1,4,2,2,2,2,2,2,3,5,2,5,2,2,1,2,1,1,1,1,1,1,3,2,2,1, , , , , , ,2,3, ,3,3,2,4,8,3,5,3,2,5, ,1,1, , , ,2,62919,1953,1, ,1
9598,2, , ,1,7,1,2,2,2,2,3,3, , , , , ,1,1,1,1,1,1,1,4,3,2,1,3,3,4,2,1,1,1,1,1,2,2,2,4,2,3,1,2,2,1,2,2,1,1,1,1,4,2, , , , , , ,1,1, ,1,1,6,3,4,1,3,3,1,1, ,3,1, , , ,5,62864,1977,1, ,6
9045,2, , ,1,13,1,2,2,2,2,3,4, , , , , ,2,1,2,1,1,4,2,2,4,3,3,4,1,4,4,2,2,2,2,2,2,2,1,4,3,3,1,2,1,1,2,2,3,3,1,1,4,2, , , , , , ,3,3, ,1,1,4,2,3,1,2,2,1,2, ,5, ,1, , ,5,62288,1946,1, ,3
9142,2, , ,1,2,1,2,2,2,2,5,4, , , , , ,1,1,1,1,1,1,1,5,1,1,2,3,2,3,4,2,2,2,4,2,3,3,1,1,1,1,3,1,2,2,1,1,2,1,1,1,5,2, , , , , , ,1,1, ,2,3,6,5,9,2,2,1,1,2, ,5, ,1, , ,5,62890,1951,1, ,5
9453,2, , ,1,9,1,2,2,2,2,2,1,6, , , , ,1,2,2,1,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,4,1,1,3,3,1,1,3,5,3, , , , , , ,2,2, ,2,2,3,3,6,1,2,1,1,2, ,5, ,1, , ,2,62960,1954,1, ,3
10291,2, , ,1,13,1,2,3,2,3,3,4, , , , , ,3,2,1,5,2,1,1,2,2,5,1,1,1,5,1,2,5,1,1,2,6,6,2,1,3,3,3,2,1,1,2,2,2,3,2,4,5,3, , , , , , ,2,4, ,3,4,2,6,9,1,5,3,3, , ,1,1, , , ,5,62261,1947,1, ,1
426,1,1,1, ,2,1,1,1,1,2,5,2, , , , , ,3,1,3,2,2,3,2,2,1,2,1,2,1,1,2,2,2,1,2,5,2,1,3,4,1,3,2,2,4,1,1,3,2,2,3,1,5,3, , , , , , ,2,2, ,4,1,2,2,9,3,1,3,5, , ,1,1, , , ,2,62812,1951,5, ,9
8971,1,1,1, ,2,1,1,2,2,1,2,4, , , , , ,1,2,2,2,2,2,1,4,3,3,2,3,3,3,2,2,2,1,2,2,2,2,2,5,1,1,1,3,3,1,1,1,2,2,1,1,3,2, , , , , , ,1,3, ,3,4,3,3,4,3,6,3,2,1, ,1,1, , , ,2,62896,1994,1, ,9
9290,1,1,1, ,6,1,2,1,2,1,2,4, , , , , ,2,1,2,2,1,2,1,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,2,1,2,1,1,1,3,2,1, , , , , , ,3,2, ,2,1,6,2,4,2,3,2,3, , ,5, ,3, , , ,62907,1947,1, ,5
10479,1,1,1, ,7,1,1,2,2,1,3,1,6, , , , ,1,1,2,1,2,1,1,4,3,1,1,4,2,3,1,1,1,2,2,2,2,2,2,5,3,3,2,1,3,2,1,2,2,1,1,2,2,1, , , , , , ,3,3, ,2,2,5,5,7,1,4,1,1,1, ,1,1, , , ,4,62864,1987,1, ,2
7107,1,1,1, ,18,1,1,2,2,2,3,1,2, , , , ,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,2,4,3,2,2,3,3,1,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1, , , , , , ,2,2, ,3,3,3,5,5,1,2,2,1,3, ,1,1, , , ,2,62918,1970,1, ,2
8764,1,1,1, ,10,1,1,2,2,2,2,2, , , , , ,2,1,1,1,1,1,1,2,2,4,4,4,1,4,1,1,3,1,1,5,3,4,2,2,1,1,1,2,3,1,1,1,2,2,1,3,3,1, , , , , , ,3,2, ,2,1,4,2,2,3,3,1,1,1, ,5, ,1, , ,5,62888,1967,1, ,5
9024,1,1,1, ,8,1,1,1,2,1,2,1,6, , , , ,1,2,2,2,2,5,4,4,2,2,1,3,1,5,1,1,1,1,1,1,2,2,2,1,1,1,3,1,3,1,1,2,3,1,1,2,2,1, , , , , , ,1,3, ,2,1,2,4,7,3,2,1,3, , ,4, ,1, , ,5,62939,1957,1, ,6
9252,1,1,1, ,2,1,1,2,2,2,3,3, , , , , ,1,1,2,1,1,1,1,4,4,1,1,4,1,4,2,2,2,2,2,2,3,3,2,5,2,1,1,1,2,1,2,1,2,1,1,3,4,2, , , , , , ,3,3, ,2,3,2,3,1,1,3,1,1,1, ,4, ,1, , ,1,62999,1957,1, ,5
9887,1,1,1, ,6,1,1,2,2,1,3,1,6, , , , ,2,1,2,1,1,4,1,4,1,3,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,3,1,1,1,1,1,1,4,2,1, , , , , , ,1,1, ,2,2,3,4,7,1,4,1,2,1, ,1,1, , , ,4,62966,1945,1, ,4
8442,2, , ,1,16,1,1,1,1,1,1,2, , , , , ,1,1,2,2,3,2,3,2,3,2,1,3,2,1,5,5,2,5,2,5,4,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,5,1, , , , , , ,1,1, ,2,1,3,2,3,2,2,1,3, , ,3,1, , , ,5,62263,1938,1, ,4
8610,2, , ,1,14,1,2,2,2,2,4,4, , , , , ,2,3,3,2,2,1,1,3,2,5,2,2,2,4,2,2,2,5,1,2,2,2,2,4,2,1,1,2,3,1,1,4,1,1,2,2,3,3, , , , , , ,2,3, ,3,4,4,2,6,1,2,1,1,1, ,3,1, , , ,1,62930,1956,1, ,3
8856,2, , ,1,15,1,2,2,2,1,5,1,6, , , , ,2,1,1,4,4,4,5,4,1,1,2,2,2,4,5,5,5,5,5,5,4,5,1,4,1,3,2,2,3,1,2,1,2,2,1,4,5,3, , , , , , ,3,3, ,3,2,3,5,7,1,4,3,3, , ,3,1, , , ,5,62926,1935,2, ,1
9656,2, , ,1,12,1,2,1,2,1,5,3, , , , , ,2,1,2,1,1,2,1,3,2,2,2,4,1,2,1,1,1,2,1,1,2,3,3,2,2,3,1,1,1,1,1,1,2,1,1,4,5,1, , , , , , ,2,1, ,2,1,3,4,5,1,3,1,1,1, ,3,1, , , ,1,62996,1973,5, ,6
10061,2, , ,1,6,1,1,2,2,2,2,2, , , , , ,2,2,2,4,3,4,4,4,1,5,3,2,4,4,5,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,4,2, , , , , , ,1,1, ,2,1,4,1,1,3,2,2,1,4, ,5, ,2, , , ,62907,1956,1, ,1
8615,2, , ,1,18,1,1,2,2,1,3,2, , , , , ,2,1,2,1,1,1,3,2,2,1,1,4,1,3,2,2,3,2,2,2,3,4,1,4,3,3,1,2,2,1,1,1,2,1,1,2,2,1, , , , , , ,2,2, ,2,2,3,3,3,1,3,1,3, , ,1,1, , , ,5,62915,1945,1, ,3
8840,2, , ,1,4,1,2,2,2,1,3,2, , , , , ,1,2,1,2,4,3,1,4,1,2,4,2,3,4,1,1,1,1,1,3,3,3,2,1,1,1,1,2,3,1,1,1,1,1,1,3,2,2, , , , , , ,3,3, ,3,3,3,3,3,3,3,1,3, , ,1,1, , , ,2,62859,1948,1, ,1
9035,2, , ,1,10,1,1,2,2,1,5,1,2, , , , ,1,2,1,3,2,4,1,4,2,2,2,1,2,4,4,1,4,2,2,2,3,3,1,5,4,2,2,2,1,1,2,1,2,1,1,3,1,1, , , , , , ,1,1, ,3,3,3,1,7,1,6,1,3, , ,1,1, , , ,2,62274,1942,1, ,3
9104,2, , ,1,12,1,2,1,1,1,3,1,6, , , , ,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,1,2,1,1,1,4,3,4,2, , , , , , ,3,3, ,3,2,2,5,7,3,4,1,3, , ,3,1, , , ,1,62901,1927,2, ,1
9427,2, , ,1,2,1,1,1,2,1,1,2, , , , , ,2,1,2,1,1,1,1,4,1,1,1,4,1,2,1,1,1,1,1,1,3,2,2,1,3,3,2,1,3,2,2,2,2,1,1,1,2,1, , , , , , ,1,1, ,2,1,5,3,3,1,4,2,1,1, ,2,1, , , ,2,62812,1980,1, ,4
9841,2, , ,1,2,1,1,2,2,1,4,2, , , , , ,2,1,1,4,3,1,1,4,1,1,4,2,3,3,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,1,1,3,1,1,1,1,1,1, , , , , , ,3,3, ,2,2,3,4,5,1,3,2,2,3, ,1,1, , , ,2,62896,1952,1, ,5
10091,2, , ,1,18,1,2,3,1,1,3,4, , , , , ,3,3,1,1,5,3,1,5,5,2,5,5,1,4,1,1,1,1,1,6,2,2,1,5,2,1,1,1,4,1,1,1,2,1,2,5,5,3, , , , , , ,3,3, ,2,4,3,4,9,1,5,1,3, , ,2,1, , , ,5,62959,1924,1, ,2
