id,type,cell,safe,youngest,county,regvoter,gender,rwdirusa,rwdiril,redirlocal,qlife,prim14_party,prim14_rep_gov,prim14_rep_gov_other,fix_deficit_il13,school_consol,school_consol_local,school_pen_local,pen_inccontrib,pen_hccontrib,term_lim,term_leader,cf_lim_leader,prim_nodeclr,redist_hat,redist_neutral,redist_commis,term_resp,term_expert,term_fresh,term_lobby,view_coalind,view_coalmnr,view_siu,view_colstud,view_farmers,view_docs,qual_he,qual_K12,fund_he,fund_hefrom,qual_heimport,qual_heattract,col_orjob,col_qualgo,col_lowincgo,col_moreimp,col_opp,col_kidsopp,col_price4yr,col_pricecc,cclearn,fracking,frack_safe,frack_econ,imp_fed,imp_fedfeel,imp_il,imp_ilfeel,imp_local,imp_localfeel,betteroff_now,betteroff_1yr,betteroff_worsoff,abort_leg,lg_coup_rts,education,ideology,party_aff,whereborn,net_type,net_bbavail,employ_time,employ_type,retired_type,relig_often,relig_type,religion,relig_denom,relig_denom_other,born_again,zip,birth_yr,rac_eth,rac_eth_other,hh_inc
10516,2, , ,1,18,1,2,2,2,1,4,2, , , , , ,2,1,1,1,2,1,2,4,2,2,1,3,3,3,3,2,2,2,2,2,3,2,2,5,1,1,3,2,1,1,2,1,1,1,1,2,3,2, , , , , , ,2,2, ,2,1,6,3,1,2,3,1,3, , ,1,1, , , ,5,62918,1949,9, ,4
8545,2, , ,1,6,1,2,1,3,2,4,2, , , , , ,2,2,2,2,3,4,1,3,1,4,3,4,4,3,3,3,3,3,3,3,5,5,2,1,1,1,2,2,2,1,1,2,2,1,1,4,5,3, , , , , , ,2,3, ,2,2,6,3,2,4,3,1,4, , ,1,2, , , , ,62903,1965,2, ,6
9041,2, , ,1,17,1,2,2,2,2,4,1,6, , , , ,1,2,2,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,5,2,2,3,3,1,4,3,2,1,2,1,2,3,3,1,1,1,1, , , , , , ,2,4, ,3,3,6,5,7,2,5,1,3, , ,2,1, , , ,2,62887,1942,1, ,2
7388,2, , ,1,7,1,1,3,2,2,2,1,6, , , , ,2,1,2,1,1,4,1,4,1,1,1,4,1,4,2,2,3,2,2,2,1,1,1,1,2,3,2,1,3,3,1,1,2,1,1,2,2,2, , , , , , ,3,3, ,2,1,3,3,5,3,3,3,1,1, ,4, ,1, , ,5,62864,1965,1, ,1
9549,2, , ,1,7,1,1,3,2,1,2,2, , , , , ,3,1,2,1,5,3,3,5,2,2,5,3,3,5,2,2,2,2,2,2,3,3,3,5,2,3,1,3,3,1,1,1,1,1,3,5,5,2, , , , , , ,3,3, ,2,3,2,4,9,1,3,1,3, , ,1,1, , , ,2,62864,1936,1, ,4
10476,2, , ,1,5,1,1,1,1,1,2,2, , , , , ,2,1,1,2,1,1,1,4,2,2,1,1,1,4,1,2,1,1,1,1,2,2,2,5,2,1,1,2,1,1,1,1,2,3,1,3,2,3, , , , , , ,3,3, ,1,1,2,2,1,1,1,1,3, , ,2,1, , , ,5,62982,1935,1, ,1
9174,2, , ,1,18,1,1,2,2,2,3,1,3, , , , ,1,2,2,1,1,1,1,2,1,3,2,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2, , , , , , ,3,2, ,2,3,5,4,6,1,2,2,3, , ,1,1, , , ,3,62922,1951,1, ,4
9838,2, , ,1,2,1,2,2,2,2,2,2, , , , , ,2,2,2,1,2,1,1,3,1,1,3,3,4,4,1,2,3,1,1,2,2,2,1,2,3,3,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , ,3,3, ,2,3,2,2,2,1,5,1,1,2, ,2,1, , , ,5,62836,1952,1, ,2
10032,2, , ,1,16,1,2,2,2,3,3,1,6, , , , ,2,1,1,1,1,1,1,4,1,1,2,2,1,3,2,2,6,2,2,2,3,3,1,2,3,3,2,3,1,1,1,4,2,1,1,1,3,2, , , , , , ,2,2, ,2,2,5,4,6,2,5,3,3, , ,5, ,3, , , ,62271,1933,1, ,1
8998,1,1,1, ,6,1,1,1,1,1,2,4, , , , , ,1,1,1,2,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,3,2, , , , , , ,3,1, ,2,2,2,3,4,3,4,3,1,4, ,3,1, , , ,5,62966,1979,1, ,3
8535,2, , ,1,18,1,2,3,2,3,3,2, , , , , ,1,1,3,2,2,3,1,3,3,1,2,1,2,2,1,2,1,2,2,2,3,2,2,1,1,1,2,2,3,2,2,1,1,1,1,2,2,2, , , , , , ,3,3, ,2,2,2,3,1,1,5,3,3, , ,2,1, , , ,2,62918,1922,1, ,1
9440,1,1,1, ,15,1,2,2,1,2,3,4, , , , , ,3,3,2,4,1,4,1,4,4,5,5,4,1,3,2,2,2,2,1,2,3,3,2,2,1,1,2,2,1,1,1,1,2,1,5,4,5,3, , , , , , ,3,3, ,2,4,2,3,9,2,5,1,3, , ,4, ,1, , ,5,99999,9999,1, ,9
9595,1,1,1, ,18,1,2,2,2,2,4,3, , , , , ,2,1,2,4,2,4,4,1,3,4,4,4,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,1,2,2,2,2,1,4,5,3, , , , , , ,1,1, ,3,1,3,5,9,1,4,1,2,1, ,4, ,1, , ,5,62948,1980,1, ,1
9963,1,1,1, ,10,1,1,3,3,2,2,3, , , , , ,3,2,2,1,1,1,5,1,1,5,5,2,1,4,3,2,1,1,2,2,6,1,3,2,3,3,2,2,3,1,1,1,2,3,1,3,5,2, , , , , , ,3,3, ,2,4,2,4,2,1,5,3,1,1, ,4, ,1, , ,5,62832,1955,1, ,2
8635,2, , ,1,17,1,2,2,2,3,4,1,6, , , , ,2,2,3,1,1,4,2,3,2,3,1,3,1,1,3,2,2,2,3,3,2,2,2,3,2,4,3,2,1,1,1,3,2,2,3,1,1,1, , , , , , ,3,1, ,3,3,2,5,7,1,3,1,3, , ,1,1, , , ,5,62821,1931,1, ,5
6237,2, , ,1,18,1,1,2,2,2,3,1,3, , , , ,2,2,1,4,5,3,1,1,1,1,1,4,2,4,1,1,2,2,1,1,5,3,1,2,3,2,3,1,2,1,1,2,2,2,1,2,2,1, , , , , , ,2,3, ,3,3,3,5,7,1,4,3,3, , ,1,2, , , , ,62918,9999,9, ,9
9430,2, , ,1,3,1,1,2,2,2,3,2, , , , , ,2,2,1,4,4,1,4,4,1,3,4,5,4,3,1,1,4,1,1,4,5,3,1,4,3,1,1,2,1,3,2,2,2,1,1,2,2,2, , , , , , ,2,3, ,2,3,5,4,1,1,2,1,2,4, ,1,1, , , ,5,62984,1957,1, ,3
10540,2, , ,1,10,1,2,3,2,1,2,2, , , , , ,2,3,1,3,1,4,4,4,1,4,3,3,3,3,1,1,2,1,2,1,3,3,2,1,2,1,1,2,2,1,1,3,2,1,1,2,2,1, , , , , , ,3,3, ,3,1,2,3,1,3,3,1,3, , ,3,1, , , ,5,62832,1942,1, ,5
10796,2, , ,1,7,1,2,2,2,1,3,2, , , , , ,2,1,1,1,2,1,1,3,1,1,1,1,2,2,2,5,3,2,2,2,2,3,2,1,3,1,3,2,1,1,1,1,2,2,1,3,5,3, , , , , , ,1,1, ,2,1,6,2,2,1,4,2,1,4, ,1,1, , , ,5,62864,1980,1, ,6
11067,2, , ,1,6,1,2,2,2,1,3,4, , , , , ,2,2,2,2,2,4,1,1,4,5,2,4,5,5,1,1,6,2,1,1,6,3,2,2,1,3,1,2,2,1,1,1,2,1,1,1,4,2, , , , , , ,3,3, ,3,3,2,4,3,1,5,1,3, , ,1,1, , , ,2,62966,9999,1, ,9
11596,2, , ,1,7,1,2,2,1,1,4,2, , , , , ,2,2,3,2,3,2,3,2,2,3,3,2,1,3,2,2,2,1,2,2,2,3,2,4,1,1,1,2,1,1,1,1,2,2,2,3,2,1, , , , , , ,3,3, ,2,3,1,4,2,2,5,1,3, , ,1,1, , , ,2,62864,1929,1, ,1
10737,2, , ,1,6,1,2,2,2,1,1,3, , , , , ,2,1,3,2,2,1,1,5,5,5,2,2,2,2,2,5,2,2,2,2,3,1,3,1,3,3,1,1,1,1,1,2,2,1,2,1,2,2, , , , , , ,3,3, ,1,3,5,3,8,3,3,1,1,2, ,2,1, , , ,5,62907,1959,1, ,9
11318,2, , ,1,17,1,1,2,2,1,2,1,6, , , , ,1,2,1,2,2,2,2,2,1,2,5,2,1,4,2,1,2,2,2,2,4,1,2,4,3,1,1,1,3,1,1,1,1,1,1,1,2,1, , , , , , ,1,1, ,3,3,2,4,6,3,2,1,1,1, ,1,1, , , ,4,62869,1994,1, ,3
11688,2, , ,1,14,1,1,2,2,2,3,4, , , , , ,2,1,1,1,1,3,1,4,1,1,2,4,1,2,1,1,2,2,2,2,3,3,2,5,2,3,1,1,3,1,1,1,1,1,1,1,5,3, , , , , , ,2,3, ,2,3,2,3,3,1,2,3,3, , ,4, ,1, , ,2,62946,1940,1, ,3
12028,2, , ,1,7,1,2,2,2,2,5,1,6, , , , ,2,1,1,1,1,1,4,4,1,1,1,4,1,3,1,1,3,2,1,1,3,3,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1, , , , , , ,2,2, ,3,3,5,5,7,1,2,2,1,4, ,2,1, , , ,5,62898,1958,1, ,7
12221,2, , ,1,18,1,2,2,2,1,2,3, , , , , ,2,3,2,1,1,1,1,4,2,2,1,3,2,4,1,1,2,2,1,1,1,1,2,3,2,1,3,2,1,1,1,2,1,1,1,2,2,1, , , , , , ,3,3, ,1,1,3,3,3,1,2,1,3, , ,1,2, , , , ,62959,1955,1, ,5
10813,2, , ,1,7,1,2,1,1,1,3,2, , , , , ,1,2,2,2,4,4,1,3,3,3,2,4,2,4,2,2,2,2,2,2,3,2,3,1,2,1,1,2,1,1,1,1,1,1,3,2,4,2, , , , , , ,1,1, ,2,3,4,6,1,1,5,1,3, , ,1,1, , , ,1,62864,1941,1, ,1
12789,2, , ,1,6,1,1,2,2,1,2,2, , , , , ,2,2,3,1,3,4,1,4,2,2,3,5,2,5,3,3,2,6,3,3,3,2,3,1,1,1,3,1,1,2,1,4,2,1,2,1,3,2, , , , , , ,3,3, ,2,1,5,3,3,2,2,1,3, , ,5, ,3, , , ,62903,1947,1, ,5
11105,2, , ,1,6,1,2,1,2,2,3,2, , , , , ,2,1,2,1,1,5,4,3,4,5,5,2,2,2,2,2,2,6,2,2,3,3,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,3, , , , , , ,3,1, ,2,4,2,3,1,3,5,3,3, , ,2,1, , , ,2,62901,1940,2, ,1
11343,2, , ,1,2,1,2,2,2,2,4,2, , , , , ,1,1,2,3,3,2,1,2,1,1,2,3,3,2,2,2,3,2,2,5,1,2,1,2,1,3,3,2,2,1,1,1,1,1,1,1,3,2, , , , , , ,3,3, ,2,2,2,3,2,2,2,3,3, , ,4, ,1, , ,5,62819,1959,1, ,1
11726,2, , ,1,2,1,2,2,2,3,4,1,6, , , , ,2,2,2,1,1,2,1,4,2,1,1,3,2,3,2,2,2,2,1,2,5,5,1,4,2,3,3,2,1,1,1,1,2,1,1,1,5,1, , , , , , ,3,1, ,2,2,3,4,5,1,2,1,3, , ,2,1, , , ,3,62896,1929,1, ,4
12604,2, , ,1,14,1,2,2,2,1,2,2, , , , , ,2,3,1,2,5,5,2,4,2,2,5,5,5,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,2,1, , , , , , ,3,3, ,2,3,4,3,1,3,2,1,1,3, ,1,1, , , ,2,62930,1946,1, ,3
11163,1,1,1, ,18,1,1,2,2,1,2,3, , , , , ,2,3,2,2,2,1,3,4,2,2,2,3,1,3,5,2,2,2,5,5,2,2,1,1,2,1,1,1,3,1,1,4,2,1,1,1,4,2, , , , , , ,2,1, ,1,1,4,1,1,1,3,1,4, , ,5, ,3, , , ,62959,1990,1, ,1
11358,1,1,1, ,10,1,1,3,2,2,5,3, , , , , ,2,1,2,2,2,1,1,4,2,1,3,2,1,2,3,2,1,1,2,2,1,1,2,3,1,1,1,2,1,1,1,2,2,2,1,1,4,2, , , , , , ,3,3, ,2,1,6,2,4,1,3,1,4, , ,5, ,3, , , ,62832,1972,1, ,1
11598,1,1,1, ,14,1,2,2,2,1,3,1,6, , , , ,2,2,2,1,2,1,1,4,5,5,2,3,5,5,2,2,2,2,2,2,2,2,2,4,1,1,3,2,2,1,1,4,1,1,5,2,3,2, , , , , , ,3,3, ,3,3,6,3,6,3,4,1,1,3, ,2,1, , , ,2,62946,1964,1, ,7
11914,1,1,1, ,18,1,2,2,2,1,5,3, , , , , ,2,2,2,2,1,1,1,4,2,4,1,3,1,3,1,1,1,2,2,2,5,3,1,4,1,3,1,2,2,1,1,3,2,1,1,1,3,3, , , , , , ,3,3, ,1,2,3,2,5,1,3,1,1,1, ,6, ,1, , ,5,62948,9999,1, ,5
12680,1,1,1, ,14,1,1,2,3,3,5,3, , , , , ,2,1,2,3,2,3,2,3,1,2,2,3,2,3,2,1,2,2,1,2,3,3,3,4,2,1,1,2,1,1,1,1,1,1,1,2,4,2, , , , , , ,3,3, ,2,4,1,3,4,1,4,3,1,1, ,4, ,1, , ,5,62930,1974,1, ,3
10786,1,1,1, ,16,1,2,2,2,1,1,3, , , , , ,2,1,1,1,1,1,1,4,1,1,1,4,1,4,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2, , , , , , ,3,1, ,1,1,6,3,3,2,3,1,1,3, ,4, ,1, , ,5,62263,1957,1, ,4
10911,1,1,1, ,10,1,1,2,2,1,2,1,4, , , , ,2,1,1,2,2,1,1,2,4,1,2,3,3,3,1,1,2,2,2,2,3,3,1,5,3,3,1,1,2,1,1,1,2,1,1,2,3,2, , , , , , ,3,3, ,2,1,4,4,6,1,3,1,1,1, ,4, ,1, , ,5,62832,1958,1, ,5
8230,1,1,1, ,2,1,1,2,2,2,4,4, , , , , ,1,1,2,1,4,4,1,4,1,1,2,1,3,4,2,2,2,2,2,2,3,3,3,2,3,3,2,2,1,1,1,2,1,2,1,2,2,1, , , , , , ,2,3, ,2,3,2,2,5,1,3,3,4, , ,3,1, , , ,1,62812,1969,1, ,1
11288,2, , ,1,17,1,1,1,2,2,3,1,6, , , , ,2,1,1,4,1,2,1,4,2,1,4,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,3,1,2,2,1,1,1,2,1, , , , , , ,2,1, ,2,2,3,4,6,1,2,1,3, , ,4, ,1, , ,1,62821,1951,1, ,3
11819,1,1,1, ,10,1,2,2,2,1,5,4, , , , , ,2,2,2,2,1,4,1,4,2,2,2,4,1,4,2,2,2,2,1,2,2,2,2,5,2,1,1,2,4,1,1,1,3,1,1,3,5,3, , , , , , ,3,3, ,3,2,5,4,7,2,3,1,1,2, ,2,1, , , ,1,62832,1961,1, ,4
12120,1,1,1, ,15,1,1,2,2,3,3,3, , , , , ,1,2,2,1,1,2,1,4,2,3,1,4,2,3,2,2,5,3,2,2,4,4,2,3,2,1,1,2,1,1,1,2,1,1,2,2,2,2, , , , , , ,3,3, ,1,1,3,3,6,3,3,1,2,1, ,5, ,3, , , ,62905,1990,1, ,5
12639,1,1,1, ,6,1,2,2,1,1,3,2, , , , , ,2,1,2,1,1,1,2,3,1,2,2,4,1,4,2,2,2,2,2,2,1,1,2,1,1,3,1,2,1,1,2,2,1,1,1,3,3,2, , , , , , ,3,3, ,1,4,6,2,1,1,2,1,3, , ,3,1, , , ,5,62901,1939,2, ,3
12896,1,1,1, ,14,1,2,2,2,1,2,1,6, , , , ,2,1,2,2,2,1,1,4,1,2,1,2,2,2,1,1,3,1,1,2,2,2,2,3,1,1,1,2,2,1,2,2,1,1,1,1,2,2, , , , , , ,3,2, ,3,3,4,5,5,2,4,1,1,1, ,1,1, , , ,1,62935,1970,1, ,5
10795,1,1,1, ,6,1,1,2,2,2,2,2, , , , , ,3,1,1,2,1,1,1,4,1,1,4,1,1,1,3,4,1,1,2,2,3,3,2,1,1,1,1,2,1,1,2,2,2,1,5,2,3,2, , , , , , ,2,3, ,2,1,3,1,2,1,5,1,2,4, ,5, ,3, , , ,62907,1959,1, ,1
11643,2, , ,1,14,1,1,2,2,1,4,3, , , , , ,1,1,1,3,1,1,1,1,4,1,1,4,1,1,1,1,2,2,1,3,4,3,2,2,1,3,1,1,3,1,1,1,2,1,1,2,1,1, , , , , , ,3,3, ,1,1,4,4,5,1,2,1,1,2, ,4, ,1, , ,5,62938,1960,1, ,5
11898,2, , ,1,13,1,1,2,2,1,4,4, , , , , ,1,1,2,1,1,1,1,4,1,1,1,4,1,4,5,5,5,3,2,2,2,4,1,2,3,3,3,2,2,1,1,2,3,3,1,3,2,2, , , , , , ,3,2, ,1,4,2,6,9,1,5,1,1,1, ,1,4, , , , ,99999,9999,1, ,2
12244,2, , ,1,4,1,2,2,2,2,3,1,6, , , , ,2,2,2,1,1,1,1,4,4,5,3,3,2,3,4,4,2,1,1,2,3,3,2,1,2,3,1,1,3,1,1,1,1,1,1,1,4,2, , , , , , ,3,3, ,3,3,2,5,9,1,2,3,3, , ,1,1, , , ,7,62828,1914,1, ,9
13032,2, , ,1,7,1,2,2,2,1,3,1,6, , , , ,2,2,1,1,1,1,1,4,1,4,2,3,2,3,2,2,2,2,2,2,1,3,2,3,2,1,1,2,1,1,1,1,1,1,4,2,2,2, , , , , , ,3,3, ,1,3,2,4,6,3,3,1,1,1, ,5, ,1, , ,5,62864,1952,1, ,5
10757,2, , ,1,11,1,2,3,2,3,3,3, , , , , ,1,3,2,1,1,4,1,4,5,4,4,2,3,3,1,6,6,2,1,2,3,2,1,2,3,3,2,2,1,2,2,2,2,2,1,4,1,2, , , , , , ,2,2, ,3,3,2,3,4,1,5,1,4, , ,1,1, , , ,2,62938,1941,9, ,2
11247,2, , ,1,18,1,1,2,2,1,3,1,6, , , , ,1,1,2,1,1,5,2,2,1,2,2,3,2,2,2,5,2,2,1,2,2,2,1,4,2,1,1,1,3,1,1,1,2,1,1,2,2,3, , , , , , ,3,1, ,2,2,3,4,6,2,2,1,1,1, ,2,1, , , ,3,62918,1968,1, ,5
7741,1,1,1, ,18,1,1,2,2,2,3,1,4, , , , ,1,1,2,2,1,1,4,4,5,4,1,4,2,3,1,1,2,2,1,1,3,4,1,2,3,1,1,1,2,1,1,1,2,1,1,2,2,1, , , , , , ,3,3, ,3,3,3,5,7,1,5,1,1,1, ,1,1, , , ,4,62918,1951,1, ,1
10885,2, , ,1,7,1,2,2,2,2,3,2, , , , , ,2,2,2,2,2,1,1,4,1,1,1,1,1,4,2,2,2,2,2,2,3,2,2,2,2,1,3,2,1,1,1,1,2,1,1,2,3,2, , , , , , ,1,3, ,2,2,3,2,2,1,2,1,1,3, ,1,1, , , ,5,62864,1946,1, ,4
11397,2, , ,1,16,1,1,2,2,2,2,1,2, , , , ,1,1,2,1,1,1,1,4,2,1,1,4,1,1,2,2,2,2,2,2,3,3,3,2,3,1,2,2,2,2,2,4,2,2,5,2,1,1, , , , , , ,3,2, ,2,3,3,5,7,2,4,2,3, , ,3,1, , , ,1,62808,1932,1, ,4
12141,2, , ,1,1,1,2,1,2,2,5,4, , , , , ,2,2,1,1,2,1,1,3,2,2,2,1,3,3,3,3,1,1,3,2,2,2,1,4,1,3,3,2,2,1,1,1,2,2,1,4,5,1, , , , , , ,2,3, ,2,2,6,3,2,1,4,1,1,3, ,1,1, , , ,2,62988,1982,2, ,5
13058,2, , ,1,10,1,2,2,2,1,3,4, , , , , ,1,1,1,1,1,1,1,4,2,3,3,3,1,2,2,2,2,2,1,1,5,5,2,4,1,1,1,2,1,1,1,4,2,1,2,2,5,3, , , , , , ,3,2, ,2,3,3,3,9,1,2,1,4, , ,3,1, , , ,2,62274,1959,1, ,1
13800,2, , ,1,9,1,1,2,2,1,2,1,6, , , , ,1,2,1,3,2,3,3,3,3,3,2,2,2,3,5,6,5,5,2,5,3,3,1,2,2,3,2,1,3,1,1,1,2,1,2,2,2,1, , , , , , ,3,3, ,2,2,2,3,6,3,5,1,4, , ,4, ,1, , ,5,62960,1958,1, ,2
13963,2, , ,1,18,1,2,2,2,1,3,1,6, , , , ,2,1,1,1,1,4,1,4,1,2,1,4,1,2,3,2,3,2,2,3,3,3,2,1,2,3,2,2,2,2,1,2,2,1,1,1,2,1, , , , , , ,2,2, ,3,3,3,5,7,1,1,2,1,1, ,1,1, , , ,3,62959,9999,1, ,2
14315,2, , ,1,18,1,2,2,2,1,2,1,6, , , , ,3,1,1,1,2,2,1,4,2,3,1,4,1,1,2,2,2,2,1,1,1,1,1,2,2,3,2,1,1,1,1,1,2,1,1,3,5,3, , , , , , ,1,2, ,3,3,6,4,7,3,4,3,2,3, ,1,1, , , ,1,62959,1947,1, ,9
14799,1,1,1, ,6,1,2,2,2,1,3,2, , , , , ,2,1,2,4,2,2,4,4,3,2,3,1,3,2,5,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,4,2, , , , , , ,3,3, ,1,1,6,2,1,2,4,2,1,3, ,5, ,3, , , ,62975,1952,1, ,4
8921,2, , ,1,2,1,1,2,2,1,2,4, , , , , ,2,3,1,1,3,4,4,4,5,4,1,3,1,4,1,1,2,1,2,2,1,2,1,2,2,1,3,2,3,3,1,1,2,2,5,1,5,1, , , , , , ,3,3, ,3,3,2,5,9,1,5,1,3, , ,1,1, , , ,5,62896,9999,1, ,9
14529,1,1,1, ,2,1,2,2,2,2,5,4, , , , , ,1,2,1,1,1,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,1,3,2,3,1,2,4,5,2, , , , , , ,2,2, ,2,3,3,5,6,1,3,1,4, , ,2,1, , , ,2,62896,1958,1, ,1
13127,2, , ,1,7,1,1,2,2,2,4,1,6, , , , ,2,1,2,1,1,2,1,3,2,4,1,4,1,3,1,2,1,1,1,2,3,3,2,1,1,3,2,1,2,1,3,3,2,1,1,2,2,1, , , , , , ,2,4, ,1,1,3,4,7,2,4,2,1,3, ,1,1, , , ,5,62864,1963,1, ,2
13503,2, , ,1,14,1,1,2,2,1,2,1,6, , , , ,2,2,2,2,4,4,1,4,1,1,1,4,1,4,3,3,2,3,4,2,2,3,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1, , , , , , ,3,3, ,1,3,2,3,7,1,5,1,3, , ,5, ,1, , ,5,62970,1937,1, ,1
13954,2, , ,1,16,1,1,2,2,1,3,3, , , , , ,1,1,1,1,2,4,1,3,3,3,2,3,2,3,1,1,5,2,2,2,3,2,3,1,3,3,1,2,3,1,2,1,2,1,1,2,3,2, , , , , , ,3,2, ,2,3,2,2,1,1,5,1,3, , ,4, ,1, , ,2,62263,1938,1, ,2
14032,2, , ,1,13,1,1,2,2,2,4,2, , , , , ,2,1,1,1,2,1,1,1,1,4,1,4,1,3,1,2,2,2,2,3,2,2,1,2,2,3,1,1,3,1,1,1,2,2,1,1,3,2, , , , , , ,3,3, ,1,3,3,3,2,1,2,2,3, , ,4, ,1, , ,5,62217,1945,1, ,5
14225,2, , ,1,18,1,2,3,2,3,3,2, , , , , ,2,1,1,2,2,1,1,4,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,4,1,1,1,2,1,1,2,2,1,1,1,1,3,2, , , , , , ,3,3, ,2,1,2,2,3,1,5,1,3, , ,2,1, , , ,5,62959,1954,1, ,5
