id,type,cell,safe,youngest,county,regvoter,gender,rwdirusa,rwdiril,redirlocal,qlife,prim14_party,prim14_rep_gov,prim14_rep_gov_other,fix_deficit_il13,school_consol,school_consol_local,school_pen_local,pen_inccontrib,pen_hccontrib,term_lim,term_leader,cf_lim_leader,prim_nodeclr,redist_hat,redist_neutral,redist_commis,term_resp,term_expert,term_fresh,term_lobby,view_coalind,view_coalmnr,view_siu,view_colstud,view_farmers,view_docs,qual_he,qual_K12,fund_he,fund_hefrom,qual_heimport,qual_heattract,col_orjob,col_qualgo,col_lowincgo,col_moreimp,col_opp,col_kidsopp,col_price4yr,col_pricecc,cclearn,fracking,frack_safe,frack_econ,imp_fed,imp_fedfeel,imp_il,imp_ilfeel,imp_local,imp_localfeel,betteroff_now,betteroff_1yr,betteroff_worsoff,abort_leg,lg_coup_rts,education,ideology,party_aff,whereborn,net_type,net_bbavail,employ_time,employ_type,retired_type,relig_often,relig_type,religion,relig_denom,relig_denom_other,born_again,zip,birth_yr,rac_eth,rac_eth_other,hh_inc
14739,2, , ,1,10,1,2,2,3,1,3,2, , , , , ,2,1,2,2,2,2,2,3,2,2,2,3,2,3,2,2,4,2,2,2,5,3,1,2,1,3,1,2,1,1,1,1,2,1,3,3,5,1, , , , , , ,3,2, ,2,3,2,5,1,1,3,3,3, , ,1,1, , , ,5,99999,1943,1, ,9
13236,2, , ,1,12,1,1,2,3,1,2,4, , , , , ,2,2,1,1,2,1,1,1,2,5,1,4,3,4,2,2,2,2,2,5,2,2,1,1,2,1,2,1,3,2,1,1,2,1,2,2,3,1, , , , , , ,2,3, ,2,3,3,4,5,3,4,3,2,1, ,3,1, , , ,1,62954,1985,1, ,7
13385,2, , ,1,5,1,2,2,3,2,5,2, , , , , ,2,3,2,1,2,4,1,4,5,5,2,5,2,5,4,1,2,5,4,6,1,1,2,5,1,1,1,2,4,3,3,2,1,1,5,1,1,2, , , , , , ,2,2, ,1,1,4,2,8,1,6,1,3, , ,5, ,1, , ,5,62919,1952,1, ,1
13959,2, , ,1,7,1,1,2,2,1,2,3, , , , , ,2,1,1,1,2,4,1,4,2,3,1,4,1,4,1,1,1,2,1,1,3,3,2,1,3,3,2,1,3,2,1,1,2,1,1,1,1,1, , , , , , ,3,2, ,1,3,2,4,6,1,2,1,1,1, ,1,1, , , ,5,62864,1954,1, ,3
14326,2, , ,1,7,1,2,3,2,2,4,4, , , , , ,2,2,1,1,1,1,1,4,2,2,1,5,3,4,2,2,2,2,1,3,3,2,2,5,1,1,1,2,1,1,2,4,2,1,1,2,2,3, , , , , , ,3,3, ,2,2,5,3,2,2,1,1,1,3, ,2,1, , , ,5,62830,1956,1, ,5
14581,2, , ,1,7,1,2,3,3,3,2,4, , , , , ,3,1,3,5,5,5,5,5,1,5,2,1,5,1,2,2,2,2,5,2,2,2,2,5,3,3,1,3,3,1,1,3,2,1,5,5,3,2, , , , , , ,2,3, ,2,2,2,6,9,1,5,1,3, , ,3,3, , , , ,62864,1930,1, ,9
13347,1,1,1, ,1,1,2,2,2,2,5,1,5,NONE, , , ,3,3,3,3,1,5,3,4,5,5,2,3,2,2,2,2,4,1,1,5,4,5,1,5,2,1,3,3,2,1,1,2,2,1,2,2,5,1, , , , , , ,3,2, ,3,3,3,4,7,1,4,2,2,1, ,1,1, , , ,5,62990,9999,1, ,9
13574,1,1,1, ,10,1,1,2,2,2,4,3, , , , , ,1,2,2,4,3,4,1,4,3,5,3,3,1,5,2,2,3,2,2,2,2,3,2,3,3,3,1,2,1,1,1,1,3,1,1,2,2,1, , , , , , ,3,2, ,3,3,2,4,4,1,2,1,1,1, ,1,1, , , ,5,62832,1967,1, ,4
13948,1,1,1, ,7,1,2,2,2,2,2,4, , , , , ,1,2,1,1,1,3,1,2,1,1,2,3,3,3,2,2,2,2,2,5,2,2,3,5,1,1,3,1,1,1,2,2,2,1,1,2,2,1, , , , , , ,3,3, ,1,1,5,3,6,1,4,3,1,3, ,1,1, , , ,5,62864,1963,1, ,3
14384,1,1,1, ,6,1,2,2,2,2,5,4, , , , , ,2,3,3,4,1,1,1,4,4,4,2,1,2,5,2,1,2,2,1,2,4,3,3,5,1,3,1,2,1,1,1,3,2,1,1,1,4,2, , , , , , ,3,3, ,1,3,2,2,4,1,5,1,3, , ,3,1, , , ,2,62966,1958,1, ,1
13980,2, , ,1,2,1,2,2,2,3,3,2, , , , , ,1,2,2,2,2,3,1,3,2,5,2,3,2,2,1,2,2,2,2,2,3,3,1,2,2,1,1,1,1,1,1,1,2,2,1,2,3,3, , , , , , ,3,3, ,1,3,2,5,6,1,2,3,1,4, ,1,1, , , ,2,62812,1954,1, ,5
14828,2, , ,1,3,1,1,1,2,1,3,1,6, , , , ,1,2,1,1,1,2,1,3,2,1,2,3,2,2,2,2,2,2,2,2,3,3,1,2,2,3,1,2,1,1,1,1,2,2,2,3,2,1, , , , , , ,2,3, ,2,2,4,4,6,1,2,1,3, , ,4, ,1, , ,2,62934,1928,1, ,1
13513,2, , ,1,4,1,1,2,2,2,4,2, , , , , ,2,3,1,1,1,1,4,4,4,5,2,2,1,2,2,2,2,5,2,5,3,3,2,1,1,1,1,3,3,2,2,2,1,3,2,2,2,1, , , , , , ,3,3, ,2,3,3,4,3,1,3,3,3, , ,5, ,1, , ,5,62864,1945,1, ,3
13923,2, , ,1,18,1,2,2,2,3,3,1,6, , , , ,2,3,2,2,2,4,2,4,4,4,4,4,2,3,2,1,2,2,2,2,3,3,3,4,2,3,2,2,1,1,1,2,1,2,2,1,2,3, , , , , , ,2,2, ,2,3,2,5,4,1,6,3,3, , ,5, ,2, , , ,62948,1930,1, ,9
13976,2, , ,1,16,1,2,2,2,2,2,4, , , , , ,3,2,2,1,2,1,1,5,1,3,2,3,2,3,6,2,2,2,2,5,3,2,1,2,2,1,1,2,1,1,2,2,2,1,1,3,5,2, , , , , , ,3,2, ,3,1,4,3,4,3,2,3,1,2, ,2,1, , , ,5,62803,1949,1, ,3
14061,2, , ,1,18,1,1,2,2,1,2,4, , , , , ,3,1,3,3,4,2,5,3,2,1,2,2,3,2,2,2,2,2,1,2,2,3,2,1,2,1,1,1,1,1,1,2,1,1,1,2,3,2, , , , , , ,2,2, ,2,1,5,2,3,3,4,2,1,1, ,3,1, , , ,5,62902,1945,1, ,3
14683,1,1,1, ,18,1,2,3,2,3,2,4, , , , , ,2,3,2,2,2,2,2,1,1,2,2,3,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,3,1,2,2,2,1,3,2,3,2, , , , , , ,3,3, ,2,1,2,3,9,1,6,1,4, , ,4, ,3, , , ,62948,1993,1, ,1
15052,1,1,1, ,7,1,1,2,2,2,3,4, , , , , ,1,2,2,1,1,4,1,4,1,2,1,3,1,1,1,1,5,5,1,1,3,4,1,2,3,3,3,2,3,2,2,2,2,2,1,3,5,2, , , , , , ,3,3, ,1,1,2,1,4,3,4,1,5, , ,1,1, , , ,2,62864,1950,1, ,1
15248,1,1,1, ,13,1,1,2,2,1,3,1,6, , , , ,1,1,1,1,1,2,1,3,2,2,2,3,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1, , , , , , ,3,2, ,2,3,4,4,7,1,2,1,1,4, ,2,1, , , ,3,62288,1968,1, ,3
15755,2, , ,1,18,1,1,2,2,1,2,3, , , , , ,2,2,2,1,1,1,1,4,2,1,1,4,1,2,2,2,2,2,2,2,2,2,1,2,3,1,2,1,1,1,1,1,2,1,2,2,2,1, , , , , , ,3,2, ,1,3,3,5,5,1,2,1,1,1, ,5, ,2, , , ,62918,1952,1, ,3
6468,1,1,1, ,18,1,1,3,2,2,2,4, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,3,1,1,3,3,1,3,2,2,1, , , , , , ,3,1, ,3,2,2,4,3,3,4,1,1,1, ,3,1, , , ,5,62959,1963,1, ,2
16151,2, , ,1,6,1,2,3,2,3,2,2, , , , , ,2,1,2,1,1,3,4,4,4,4,1,4,1,4,3,2,1,2,1,2,2,2,2,5,2,1,1,2,1,1,1,4,1,1,1,3,4,2, , , , , , ,3,3, ,1,3,3,2,2,1,3,1,4, , ,5, ,1, , ,5,62901,1945,1, ,3
15089,1,1,1, ,2,1,2,2,1,1,2,2, , , , , ,1,1,2,2,2,2,1,3,2,2,2,2,3,2,1,1,2,2,1,1,2,2,2,1,2,3,1,1,3,1,1,1,1,1,1,4,5,2, , , , , , ,1,1, ,3,1,4,3,2,1,3,1,1,1, ,4, ,1, , ,5,62869,1986,1, ,5
15332,1,1,1, ,7,1,2,2,1,1,3,3, , , , , ,3,1,1,2,2,1,1,1,1,1,1,1,1,4,2,2,2,3,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1, , , , , , ,2,3, ,3,3,2,5,2,2,5,3,4, , ,2,1, , , ,2,62864,1970,1, ,1
16083,2, , ,1,18,1,2,2,2,1,3,2, , , , , ,1,1,1,3,2,2,1,4,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,3,1,1,1,2,3,1,1,1,1,1,1,1,5,3, , , , , , ,1,3, ,2,3,2,4,2,1,3,1,1,1, ,1,1, , , ,2,62948,1954,1, ,2
16238,2, , ,1,18,1,2,2,2,1,4,4, , , , , ,2,2,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,5,1,1,2,2,2,1,1,1,2,1,1,3,3,2, , , , , , ,3,1, ,4,3,3,6,9,1,3,1,1,2, ,4, ,1, , ,7,62959,1964,1, ,2
15432,2, , ,1,2,1,2,2,2,2,3,2, , , , , ,1,1,3,1,1,3,1,4,1,2,1,1,1,3,1,1,3,1,1,1,3,3,2,4,1,1,1,2,1,1,1,2,2,2,1,2,2,2, , , , , , ,3,1, ,2,3,2,4,4,2,5,1,3, , ,4, ,1, , ,5,62856,1937,1, ,1
14851,1,1,1, ,12,1,1,2,1,2,2,2, , , , , ,3,3,1,1,2,2,1,5,5,5,5,3,2,4,1,1,6,1,1,3,4,4,2,4,1,1,1,2,1,1,2,2,1,1,1,3,5,1, , , , , , ,3,4, ,4,1,2,1,1,1,1,1,3, , ,4, ,1, , ,5,62976,1949,2, ,5
15084,1,1,1, ,14,1,2,2,2,2,5,1,2, , , , ,3,3,2,2,2,4,5,4,4,1,2,3,2,4,1,1,4,1,1,2,2,5,1,1,4,3,2,2,1,4,2,2,2,2,1,1,2,1, , , , , , ,3,3, ,2,3,3,3,7,1,2,3,2,1, ,3,1, , , ,5,62917,1948,1, ,4
15256,1,1,1, ,1,1,2,2,2,2,5,4, , , , , ,2,2,1,1,2,4,1,4,1,1,3,3,2,3,2,1,1,1,1,1,1,3,2,3,1,3,1,2,1,1,1,2,1,1,1,3,3,2, , , , , , ,3,3, ,2,3,4,3,2,1,3,1,1,1, ,1,1, , , ,1,62914,1962,2, ,1
15527,1,1,1, ,15,1,2,2,2,2,3,3, , , , , ,2,1,2,1,1,1,1,4,2,1,5,4,4,3,4,4,3,1,1,1,5,5,2,5,1,1,1,2,1,1,1,1,1,3,1,1,4,2, , , , , , ,2,3, ,1,1,5,3,4,2,2,1,1,4, ,5, ,3, , , ,62920,1981,1, ,1
15698,1,1,1, ,7,1,2,2,2,1,3,2, , , , , ,1,2,1,1,1,1,1,4,2,1,1,4,1,1,1,1,2,1,1,3,3,2,1,1,1,1,1,2,3,1,1,2,2,1,2,2,2,1, , , , , , ,2,3, ,2,2,3,4,8,1,4,3,2,4, ,1,1, , , ,6,62830,1963,1, ,4
6707,2, , ,1,2,1,2,2,2,1,3,1,6, , , , ,2,2,2,1,2,2,2,4,1,2,2,3,2,3,1,1,1,1,1,5,3,3,2,1,3,3,1,2,1,1,1,1,2,2,1,2,2,1, , , , , , ,3,3, ,3,3,2,5,7,3,2,3,1,3, ,1,1, , , ,2,62865,1959,1, ,4
15080,2, , ,1,5,1,2,2,2,2,5,2, , , , , ,2,2,2,1,1,1,1,4,1,4,1,1,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,3,2, , , , , , ,3,2, ,2,3,3,5,1,1,3,1,3, , ,2,1, , , ,2,62919,1937,1, ,9
15273,2, , ,1,18,1,2,2,2,1,4,1,6, , , , ,2,2,2,1,1,4,1,4,4,1,1,1,1,1,1,1,5,3,1,4,4,4,1,2,1,3,1,2,1,1,2,2,2,1,1,1,4,2, , , , , , ,2,3, ,2,3,3,1,5,1,4,1,3, , ,1,1, , , ,2,62951,1938,1, ,1
15589,2, , ,1,6,1,1,2,2,2,3,1,6, , , , ,2,2,1,1,1,4,1,4,1,1,1,3,1,3,1,1,1,1,1,1,3,3,2,1,1,1,1,2,3,1,1,2,1,2,2,1,2,1, , , , , , ,3,2, ,3,3,5,4,6,1,2,1,1,2, ,4, ,1, , ,2,62966,1965,1, ,7
15708,2, , ,1,3,1,2,1,1,1,2,2, , , , , ,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,2,1,1,2,2,2,2,1,2,3,1,2,1,1,1,1,2,2,2,1,2,2, , , , , , ,3,3, ,1,2,2,4,1,1,5,1,4, , ,1,1, , , ,2,62867,9999,9, ,9
15973,2, , ,1,1,1,1,2,2,2,4,4, , , , , ,2,1,2,1,1,1,1,2,2,2,1,4,1,1,1,2,4,2,1,1,5,3,1,4,3,3,1,1,2,1,1,2,2,1,1,2,2,1, , , , , , ,3,3, ,3,3,2,5,6,1,1,2,1,1, ,1,1, , , ,2,62988,1952,1, ,4
15306,2, , ,1,13,1,2,2,2,1,3,4, , , , , ,1,1,2,1,1,1,2,4,2,5,2,3,2,3,2,2,5,5,2,2,3,3,2,1,2,3,1,1,3,1,1,2,2,1,1,4,5,2, , , , , , ,3,3, ,1,2,3,4,1,3,4,3,1,1, ,1,1, , , ,5,62237,1950,1, ,4
15765,1,1,1, ,7,1,2,2,2,1,5,1,1, , , , ,2,1,2,1,2,4,1,3,2,2,2,3,2,3,2,2,5,5,2,3,2,2,1,3,1,1,1,1,2,1,1,1,1,2,2,2,2,1, , , , , , ,1,3, ,2,2,4,4,5,3,3,1,1,1, ,4, ,1, , ,5,62864,1978,1, ,2
16221,1,1,1, ,18,1,2,1,2,1,2,3, , , , , ,2,1,1,3,1,2,4,4,1,1,4,4,2,4,3,2,1,1,1,1,1,1,2,5,1,1,1,2,1,1,1,2,3,2,4,1,4,2, , , , , , ,2,3, ,2,1,6,2,3,2,2,1,3, , ,2,1, , , ,5,62901,1944,1, ,5
14868,1,1,1, ,14,1,2,2,2,1,3,1,6, , , , ,2,2,2,2,1,1,3,4,1,1,1,4,1,4,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1, , , , , , ,3,3, ,3,2,2,5,7,1,2,1,4, , ,1,1, , , ,2,62946,1988,1, ,4
15253,1,1,1, ,2,1,2,3,2,1,3,4, , , , , ,1,1,3,5,2,5,2,2,5,4,5,2,3,2,2,2,2,2,2,2,2,2,2,5,2,4,1,2,1,1,2,2,3,1,1,4,5,3, , , , , , ,2,2, ,3,1,3,6,4,1,2,3,5, , ,3,2, , , , ,62822,1965,1, ,1
15800,2, , ,1,13,1,1,2,2,1,3,1,6, , , , ,1,1,3,1,1,2,2,5,4,5,2,5,1,3,2,2,2,1,2,2,2,2,3,5,2,1,1,1,3,1,1,1,2,2,1,3,5,3, , , , , , ,2,2, ,3,3,4,5,9,1,2,1,1,2, ,1,1, , , ,2,62286,1972,9, ,9
16012,2, , ,1,18,1,1,1,1,1,2,2, , , , , ,2,2,2,1,4,3,1,4,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2, , , , , , ,3,2, ,2,1,4,3,3,2,2,1,1,3, ,1,1, , , ,2,62959,1950,1, ,4
16281,2, , ,1,7,1,2,2,3,1,3,3, , , , , ,3,2,1,2,2,5,1,4,1,2,2,3,2,5,6,2,2,2,2,3,3,3,3,1,2,1,1,2,1,1,1,2,2,1,1,3,3,2, , , , , , ,2,3, ,2,4,2,4,9,4,5,1,5, , ,1,1, , , ,5,62864,1954,1, ,1
14864,2, , ,1,2,1,2,2,2,1,2,2, , , , , ,2,1,2,1,1,2,1,4,1,2,2,3,2,3,4,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,3,1,1,1,2,3,2, , , , , , ,3,3, ,1,1,2,2,1,2,2,1,3, , ,5, ,1, , ,5,62896,1954,1, ,3
15027,2, , ,1,13,1,1,2,2,1,2,1,2, , , , ,2,2,2,1,1,1,2,2,1,2,3,3,2,3,2,2,2,2,1,2,2,2,1,2,2,3,1,1,3,1,1,1,1,1,2,1,2,1, , , , , , ,3,1, ,1,3,5,5,7,2,2,2,3, , ,2,1, , , ,5,62280,1953,1, ,5
15133,2, , ,1,7,1,2,2,2,1,2,1,6, , , , ,2,2,2,1,5,4,5,5,4,5,4,5,1,4,2,2,2,2,1,6,2,3,3,5,2,1,1,2,1,1,1,4,1,1,5,5,5,3, , , , , , ,3,3, ,3,3,2,5,7,2,5,1,3, , ,1,1, , , ,2,62810,1930,1, ,9
15376,2, , ,1,8,1,2,3,2,3,3,2, , , , , ,3,3,1,1,3,5,5,5,1,5,2,2,1,5,2,6,1,2,2,2,3,3,1,1,1,4,1,2,1,1,1,1,2,3,1,5,5,3, , , , , , ,2,1, ,2,3,1,3,1,1,5,1,4, , ,1,1, , , ,2,62939,1942,1, ,9
16131,2, , ,1,13,1,1,3,2,1,3,2, , , , , ,3,3,3,1,1,1,1,3,2,2,1,4,1,5,3,2,3,1,1,5,6,2,1,2,3,3,2,1,1,1,1,1,2,1,1,2,3,2, , , , , , ,3,3, ,2,2,2,3,1,1,3,3,3, , ,2,1, , , ,5,62288,1960,1, ,3
15314,2, , ,1,18,1,2,2,1,1,2,2, , , , , ,1,1,3,3,3,2,5,3,3,5,2,3,2,2,2,2,6,2,2,2,3,2,3,1,2,3,1,2,1,1,1,3,2,3,2,4,5,3, , , , , , ,3,3, ,2,3,1,4,4,1,5,3,3, , ,1,1, , , ,5,62959,1923,1, ,9
15538,2, , ,1,11,1,2,2,2,2,4,2, , , , , ,2,1,1,2,2,1,1,4,5,5,4,4,4,3,3,2,2,2,1,6,3,3,1,2,2,1,1,2,1,1,3,1,2,2,2,1,4,2, , , , , , ,3,3, ,1,2,3,3,2,3,5,1,3, , ,5, ,8, , , ,62938,1946,1, ,1
15751,2, , ,1,16,1,1,2,2,2,2,1,2, , , , ,2,1,1,1,1,1,1,4,1,1,1,2,1,2,5,5,1,2,2,2,2,2,1,2,2,3,1,2,1,1,1,1,2,1,1,2,2,2, , , , , , ,1,2, ,2,2,5,4,5,1,2,1,1,2, ,1,1, , , ,5,62271,1952,1, ,6
16022,2, , ,1,16,1,2,3,3,1,3,3, , , , , ,2,2,3,2,2,5,2,3,5,5,5,2,2,5,2,2,2,2,2,2,3,3,2,5,2,1,1,1,4,1,1,1,3,3,2,4,5,3, , , , , , ,3,3, ,3,2,2,6,6,1,1,3,3, , ,1,1, , , ,5,62268,1936,1, ,4
13340,2, , ,1,17,1,2,2,2,1,2,3, , , , , ,3,2,2,1,1,4,4,4,5,5,5,4,1,3,1,1,2,2,1,2,2,2,1,2,2,1,1,2,3,1,1,1,3,1,2,1,2,1, , , , , , ,1,1, ,3,3,6,4,6,1,2,1,4, , ,4, ,1, , ,3,62821,1979,1, ,5
2935,2, , ,1,15,1,2,1,2,1,4,4, , , , , ,2,1,1,4,1,4,1,4,2,1,1,4,1,4,2,2,2,2,2,2,3,3,2,3,3,3,1,2,3,2,1,1,1,1,1,1,4,2, , , , , , ,2,3, ,1,1,3,3,4,1,3,1,2,4, ,5, ,3, , , ,62920,1950,1, ,3
15316,2, , ,1,15,1,2,2,2,1,2,4, , , , , ,1,2,2,2,2,1,4,4,2,2,2,2,2,2,1,1,1,1,1,1,3,4,1,4,3,1,1,2,1,1,1,1,1,1,2,3,5,3, , , , , , ,3,3, ,2,3,3,4,2,1,5,1,3, , ,1,1, , , ,2,62920,1948,1, ,4
15859,2, , ,1,2,1,1,2,2,1,1,1,3, , , , ,1,1,2,2,1,1,1,4,1,1,3,2,2,3,2,1,2,2,2,1,3,2,1,4,2,1,2,1,3,1,1,2,2,1,1,1,2,3, , , , , , ,1,1, ,2,2,5,4,5,1,3,1,1,3, ,2,1, , , ,2,62822,1954,1, ,6
16159,2, , ,1,4,1,1,3,3,1,1,2, , , , , ,2,1,2,1,2,4,4,4,1,1,1,4,1,4,2,1,1,1,1,5,4,2,1,4,2,3,1,1,1,1,1,1,2,1,1,3,5,3, , , , , , ,1,1, ,1,1,3,2,1,1,3,3,3, , ,1,1, , , ,2,62817,1942,1, ,4
17630,1,1,1, ,18,1,2,2,2,1,2,1,4, , , , ,2,2,2,1,1,3,1,3,1,2,1,3,1,3,2,1,3,2,1,2,1,1,2,2,2,3,1,1,3,1,1,1,2,1,1,1,2,2, , , , , , ,3,3, ,1,1,4,3,6,1,2,1,3, , ,4, ,2, , , ,62948,1961,1, ,6
18015,1,1,1, ,15,1,2,2,2,2,1,1,6, , , , ,2,1,1,1,2,4,1,5,2,4,1,4,1,2,1,1,1,3,1,1,2,2,2,2,1,3,1,2,2,1,1,4,2,1,1,4,5,3, , , , , , ,2,3, ,3,3,3,5,5,2,6,3,3, , ,1,1, , , ,2,62926,1947,1, ,1
16488,2, , ,1,2,1,1,2,2,1,3,4, , , , , ,3,1,1,3,2,5,1,2,3,5,2,5,2,2,1,2,2,1,2,2,3,3,1,5,2,3,2,2,3,1,1,1,3,2,1,2,2,2, , , , , , ,3,3, ,2,1,2,4,4,3,6,2,3, , ,4, ,1, , ,5,62999,1927,1, ,1
16755,2, , ,1,14,1,2,2,2,2,3,2, , , , , ,1,1,1,2,2,4,3,4,3,5,3,4,1,1,2,1,2,3,2,4,3,4,2,4,3,3,1,2,1,1,2,2,2,2,3,2,2,2, , , , , , ,3,3, ,2,1,6,4,2,1,5,1,3, , ,3,1, , , ,5,62946,1940,1, ,3
16991,2, , ,1,13,1,2,3,3,1,2,4, , , , , ,3,3,3,2,2,5,2,5,5,5,5,2,2,5,5,2,2,5,2,2,3,3,3,5,3,1,1,2,3,1,1,4,3,1,2,4,5,2, , , , , , ,3,3, ,2,1,1,3,8,2,5,3,3, , ,1,1, , , ,5,99999,1973,1, ,2
17757,2, , ,1,6,1,2,2,2,2,4,3, , , , , ,2,2,2,4,1,4,4,4,2,5,1,4,1,4,1,1,2,6,1,2,3,3,1,4,4,3,2,2,3,2,2,2,2,2,1,2,1,1, , , , , , ,2,3, ,3,2,3,5,5,1,5,3,3, , ,1,1, , , ,4,62832,1936,1, ,1
18251,2, , ,1,8,1,1,2,1,1,3,4, , , , , ,1,1,1,1,1,1,1,5,1,5,1,5,1,5,2,2,2,2,2,2,3,3,1,2,1,3,2,2,1,1,3,1,2,2,4,3,2,1, , , , , , ,3,3, ,2,3,1,5,8,1,5,1,3, , ,4, ,1, , ,2,62939,1932,1, ,1
16460,1,1,1, ,5,1,1,2,2,2,1,3, , , , , ,2,1,1,1,1,1,4,4,2,1,1,4,2,2,2,2,1,6,1,2,3,2,2,3,1,1,1,2,2,1,1,2,2,1,1,1,2,1, , , , , , ,3,2, ,1,2,5,3,9,2,5,1,3, , ,2,1, , , ,5,62931,1943,9, ,9
